as_of_date,invoice_id,customer_id,due_date,open_amount,currency,days_past_due,aging_bucket,is_disputed_open
2026-03-01,INV-108258,CUST-1064,2025-10-09,37603.49,USD,133,90+,False
2026-03-01,INV-108259,CUST-1192,2026-02-25,51666.3,USD,125,90+,False
2026-03-01,INV-108260,CUST-1128,2025-11-05,97833.83,USD,132,90+,True
2026-03-01,INV-108261,CUST-1116,2025-11-05,37039.83,USD,78,61-90,False
2026-03-01,INV-108262,CUST-1115,2025-12-12,9816.73,USD,143,90+,False
2026-03-01,INV-108263,CUST-1104,2026-02-27,50635.02,USD,111,90+,False
2026-03-01,INV-108264,CUST-1002,2025-10-01,71536.82,USD,144,90+,False
2026-03-01,INV-108265,CUST-1045,2025-12-08,5513.69,USD,119,90+,False
2026-03-01,INV-108266,CUST-1054,2025-11-06,68541.55,USD,100,90+,False
2026-03-01,INV-108267,CUST-1074,2025-12-11,15970.87,USD,106,90+,False
2026-03-01,INV-108268,CUST-1191,2026-01-15,24081.98,USD,78,61-90,False
2026-03-01,INV-108269,CUST-1044,2026-01-04,37407.69,USD,7,1-30,True
2026-03-01,INV-108270,CUST-1153,2026-02-18,37411.51,USD,98,90+,False
2026-03-01,INV-108271,CUST-1076,2025-12-23,29951.54,USD,60,31-60,False
2026-03-01,INV-108272,CUST-1192,2025-11-12,73778.92,USD,99,90+,False
2026-03-01,INV-108273,CUST-1023,2025-11-06,33147.73,USD,26,1-30,False
2026-03-01,INV-108274,CUST-1034,2025-10-25,52974.66,USD,118,90+,False
2026-03-01,INV-108275,CUST-1023,2026-02-26,42148.37,USD,19,1-30,False
2026-03-01,INV-108276,CUST-1027,2026-03-18,12654.69,USD,56,31-60,False
2026-03-01,INV-108277,CUST-1015,2025-12-12,9064.56,USD,22,1-30,False
2026-03-01,INV-108278,CUST-1058,2026-03-19,99236.23,USD,99,90+,False
2026-03-01,INV-108279,CUST-1181,2025-11-11,27296.07,USD,129,90+,False
2026-03-01,INV-108280,CUST-1143,2025-10-02,60641.49,USD,39,31-60,False
2026-03-01,INV-108281,CUST-1014,2026-02-13,126025.3,USD,103,90+,False
2026-03-01,INV-108282,CUST-1010,2026-01-04,20508.19,USD,32,31-60,False
2026-03-01,INV-108283,CUST-1192,2025-11-30,64727.24,USD,28,1-30,False
2026-03-01,INV-108284,CUST-1078,2025-10-14,8937.35,USD,32,31-60,False
2026-03-01,INV-108285,CUST-1114,2026-01-21,15032.63,USD,99,90+,False
2026-03-01,INV-108286,CUST-1067,2025-12-16,56539.15,USD,144,90+,False
2026-03-01,INV-108287,CUST-1042,2025-10-21,64246.83,USD,73,61-90,False
2026-03-01,INV-108288,CUST-1068,2026-03-01,8130.65,USD,64,61-90,False
2026-03-01,INV-108289,CUST-1140,2026-03-27,15063.6,USD,121,90+,True
2026-03-01,INV-108290,CUST-1137,2026-03-22,52098.79,USD,42,31-60,False
2026-03-01,INV-108291,CUST-1074,2025-12-03,17324.69,USD,116,90+,False
2026-03-01,INV-108292,CUST-1102,2026-03-03,10507.83,USD,126,90+,False
2026-03-01,INV-108293,CUST-1040,2026-03-09,30338.72,USD,99,90+,True
2026-03-01,INV-108294,CUST-1177,2025-11-26,22508.95,USD,90,61-90,False
2026-03-01,INV-108295,CUST-1198,2026-01-27,34066.11,USD,42,31-60,False
2026-03-01,INV-108296,CUST-1058,2026-03-10,42026.78,USD,45,31-60,False
2026-03-01,INV-108297,CUST-1038,2025-11-21,131699.7,USD,24,1-30,False
2026-03-01,INV-108298,CUST-1002,2026-01-03,60233.44,USD,97,90+,False
2026-03-01,INV-108299,CUST-1006,2026-02-23,38069.74,USD,92,90+,False
2026-03-01,INV-108300,CUST-1048,2026-03-12,22306.29,USD,98,90+,False
2026-03-01,INV-108301,CUST-1025,2026-02-17,48906.34,USD,104,90+,False
2026-03-01,INV-108302,CUST-1160,2026-03-28,9442.92,USD,73,61-90,False
2026-03-01,INV-108303,CUST-1100,2025-12-28,49347.75,USD,116,90+,False
2026-03-01,INV-108304,CUST-1175,2025-10-10,48942.96,USD,37,31-60,False
2026-03-01,INV-108305,CUST-1078,2025-11-21,32622.68,USD,0,Current,False
2026-03-01,INV-108306,CUST-1001,2025-11-03,52322.11,USD,53,31-60,False
2026-03-01,INV-108307,CUST-1126,2026-01-23,20447.74,USD,95,90+,False
2026-03-01,INV-108308,CUST-1198,2026-03-16,20793.33,USD,21,1-30,False
2026-03-01,INV-108309,CUST-1159,2026-02-13,51836.46,USD,18,1-30,False
2026-03-01,INV-108310,CUST-1131,2026-02-02,33442.61,USD,33,31-60,False
2026-03-01,INV-108311,CUST-1019,2026-03-06,49700.76,USD,43,31-60,False
2026-03-01,INV-108312,CUST-1116,2026-02-27,33782.73,USD,116,90+,False
2026-03-01,INV-108313,CUST-1163,2025-11-12,45365.13,USD,108,90+,False
2026-03-01,INV-108314,CUST-1031,2026-03-26,92627.67,USD,66,61-90,False
2026-03-01,INV-108315,CUST-1027,2025-10-29,85400.73,USD,113,90+,False
2026-03-01,INV-108316,CUST-1076,2026-01-14,7108.06,USD,21,1-30,True
2026-03-01,INV-108317,CUST-1000,2026-01-28,15940.38,USD,28,1-30,True
2026-03-01,INV-108318,CUST-1187,2025-12-20,48922.02,USD,141,90+,False
2026-03-01,INV-108319,CUST-1055,2025-10-31,20673.74,USD,61,61-90,False
2026-03-01,INV-108320,CUST-1034,2026-03-11,36128.18,USD,14,1-30,False
2026-03-01,INV-108321,CUST-1111,2026-02-05,121025.12,USD,141,90+,False
2026-03-01,INV-108322,CUST-1029,2025-11-07,31998.95,USD,114,90+,False
2026-03-01,INV-108323,CUST-1053,2026-01-09,60160.82,USD,149,90+,False
2026-03-01,INV-108324,CUST-1035,2026-02-09,31154.3,USD,96,90+,False
2026-03-01,INV-108325,CUST-1182,2026-02-07,44541.17,USD,86,61-90,True
2026-03-01,INV-108326,CUST-1079,2025-10-12,64337.58,USD,124,90+,False
2026-03-01,INV-108327,CUST-1057,2025-11-04,69983.48,USD,119,90+,False
2026-03-01,INV-108328,CUST-1082,2026-01-18,42900.93,USD,6,1-30,False
2026-03-01,INV-108329,CUST-1064,2025-12-11,38752.67,USD,83,61-90,False
2026-03-01,INV-108330,CUST-1068,2026-02-26,34058.23,USD,6,1-30,False
2026-03-01,INV-108331,CUST-1127,2026-01-18,8364.46,USD,16,1-30,False
2026-03-01,INV-108332,CUST-1050,2025-11-30,18824.15,USD,31,31-60,False
2026-03-01,INV-108333,CUST-1021,2026-03-12,28033.59,USD,124,90+,False
2026-03-01,INV-108334,CUST-1106,2025-11-17,102658.76,USD,78,61-90,True
2026-03-01,INV-108335,CUST-1108,2026-02-20,27954.37,USD,61,61-90,False
2026-03-01,INV-108336,CUST-1115,2025-12-10,44309.85,USD,57,31-60,True
2026-03-01,INV-108337,CUST-1100,2026-02-20,38681.4,USD,110,90+,False
2026-03-01,INV-108338,CUST-1180,2026-02-11,31867.72,USD,130,90+,True
2026-03-01,INV-108339,CUST-1099,2025-12-07,31451.18,USD,88,61-90,False
2026-03-01,INV-108340,CUST-1163,2025-10-22,66014.87,USD,79,61-90,False
2026-03-01,INV-108341,CUST-1067,2025-11-01,36494.87,USD,117,90+,True
2026-03-01,INV-108342,CUST-1035,2026-01-31,48070.16,USD,0,Current,False
2026-03-01,INV-108343,CUST-1179,2025-10-22,9966.63,USD,109,90+,False
2026-03-01,INV-108344,CUST-1180,2026-03-04,37197.56,USD,66,61-90,False
2026-03-01,INV-108345,CUST-1177,2026-01-18,8234.96,USD,147,90+,False
2026-03-01,INV-108346,CUST-1168,2025-10-15,19607.47,USD,61,61-90,False
2026-03-01,INV-108347,CUST-1145,2026-02-01,19176.8,USD,55,31-60,False
2026-03-01,INV-108348,CUST-1021,2025-11-13,27530.11,USD,55,31-60,False
2026-03-01,INV-108349,CUST-1065,2026-01-23,10496.19,USD,77,61-90,False
2026-03-01,INV-108350,CUST-1020,2025-10-09,15025.78,USD,78,61-90,False
2026-03-01,INV-108351,CUST-1099,2025-11-03,34063.45,USD,95,90+,False
2026-03-01,INV-108352,CUST-1127,2025-12-12,66356.09,USD,145,90+,False
2026-03-01,INV-108353,CUST-1043,2026-02-20,7853.15,USD,47,31-60,False
2026-03-01,INV-108354,CUST-1102,2025-11-14,33832.02,USD,37,31-60,False
2026-03-01,INV-108355,CUST-1046,2025-12-11,98851.59,USD,21,1-30,False
2026-03-01,INV-108356,CUST-1038,2025-11-27,140134.5,USD,72,61-90,False
2026-03-01,INV-108357,CUST-1028,2026-01-23,260129.7,USD,128,90+,False
2026-03-01,INV-108358,CUST-1053,2025-10-19,72373.1,USD,124,90+,False
2026-03-01,INV-108359,CUST-1089,2025-10-16,30284.25,USD,123,90+,False
2026-03-01,INV-108360,CUST-1084,2025-12-14,16241.14,USD,74,61-90,False
2026-03-01,INV-108361,CUST-1016,2026-01-14,55541.66,USD,133,90+,False
2026-03-01,INV-108362,CUST-1079,2026-02-13,17648.02,USD,55,31-60,False
2026-03-01,INV-108363,CUST-1187,2026-03-10,78123.65,USD,119,90+,False
2026-03-01,INV-108364,CUST-1158,2025-12-13,122974.18,USD,11,1-30,False
2026-03-01,INV-108365,CUST-1072,2025-10-18,82689.99,USD,38,31-60,False
2026-03-01,INV-108366,CUST-1048,2026-03-12,32787.7,USD,107,90+,False
2026-03-01,INV-108367,CUST-1100,2025-11-12,23289.13,USD,139,90+,False
2026-03-01,INV-108368,CUST-1001,2025-11-19,23478.43,USD,32,31-60,False
2026-03-01,INV-108369,CUST-1175,2025-10-03,76007.83,USD,119,90+,False
2026-03-01,INV-108370,CUST-1141,2025-11-28,18151.95,USD,82,61-90,False
2026-03-01,INV-108371,CUST-1058,2025-10-28,46686.01,USD,18,1-30,False
2026-03-01,INV-108372,CUST-1096,2025-11-15,134993.53,USD,84,61-90,False
2026-03-01,INV-108373,CUST-1098,2025-12-03,36151.01,USD,127,90+,False
2026-03-01,INV-108374,CUST-1185,2025-12-09,13995.96,USD,42,31-60,True
2026-03-01,INV-108375,CUST-1102,2025-11-16,37723.84,USD,72,61-90,False
2026-03-01,INV-108376,CUST-1185,2026-02-19,11036.16,USD,85,61-90,False
2026-03-01,INV-108377,CUST-1178,2026-02-12,77292.05,USD,18,1-30,False
2026-03-01,INV-108378,CUST-1001,2026-03-08,17913.19,USD,10,1-30,False
2026-03-01,INV-108379,CUST-1040,2026-01-14,38737.55,USD,127,90+,False
2026-03-01,INV-108380,CUST-1122,2025-12-20,43921.48,USD,98,90+,False
2026-03-01,INV-108381,CUST-1081,2025-11-20,63705.98,USD,44,31-60,False
2026-03-01,INV-108382,CUST-1143,2025-10-29,90300.16,USD,61,61-90,False
2026-03-01,INV-108383,CUST-1131,2026-01-21,97040.82,USD,94,90+,False
2026-03-01,INV-108384,CUST-1139,2026-02-20,50068.13,USD,141,90+,False
2026-03-01,INV-108385,CUST-1028,2026-02-05,49210.68,USD,33,31-60,False
2026-03-01,INV-108386,CUST-1134,2025-12-29,32133.16,USD,97,90+,False
2026-03-01,INV-108387,CUST-1013,2025-10-25,32560.47,USD,59,31-60,False
2026-03-01,INV-108388,CUST-1011,2025-11-10,36463.45,USD,63,61-90,True
2026-03-01,INV-108389,CUST-1098,2025-12-08,18213.44,USD,41,31-60,False
2026-03-01,INV-108390,CUST-1132,2025-10-04,26540.21,USD,148,90+,False
2026-03-01,INV-108391,CUST-1080,2026-01-13,19797.61,USD,103,90+,True
2026-03-01,INV-108392,CUST-1105,2025-10-31,38511.3,USD,132,90+,False
2026-03-01,INV-108393,CUST-1031,2026-02-08,5863.57,USD,65,61-90,False
2026-03-01,INV-108394,CUST-1073,2026-01-25,86065.69,USD,113,90+,False
2026-03-01,INV-108395,CUST-1170,2025-12-29,43552.16,USD,135,90+,False
2026-03-01,INV-108396,CUST-1080,2026-03-27,41528.36,USD,65,61-90,False
2026-03-01,INV-108397,CUST-1068,2026-02-22,33946.34,USD,86,61-90,False
2026-03-01,INV-108398,CUST-1044,2025-12-05,4014.84,USD,61,61-90,False
2026-03-01,INV-108399,CUST-1105,2025-12-27,14188.56,USD,147,90+,False
2026-03-01,INV-108400,CUST-1136,2025-10-24,35911.48,USD,131,90+,False
2026-03-01,INV-108401,CUST-1176,2026-01-07,26180.95,USD,142,90+,False
2026-03-01,INV-108402,CUST-1160,2026-03-09,26988.03,USD,19,1-30,False
2026-03-01,INV-108403,CUST-1099,2026-01-13,12335.25,USD,23,1-30,False
2026-03-01,INV-108404,CUST-1145,2025-10-19,7728.85,USD,8,1-30,False
2026-03-01,INV-108405,CUST-1008,2025-12-05,21496.42,USD,115,90+,False
2026-03-01,INV-108406,CUST-1061,2025-11-29,8468.06,USD,148,90+,False
2026-03-01,INV-108407,CUST-1184,2026-01-23,153220.69,USD,40,31-60,False
2026-03-01,INV-108408,CUST-1028,2025-10-15,61033.78,USD,12,1-30,False
2026-03-01,INV-108409,CUST-1124,2025-12-24,18286.86,USD,132,90+,False
2026-03-01,INV-108410,CUST-1113,2026-03-12,14671.16,USD,45,31-60,True
2026-03-01,INV-108411,CUST-1152,2026-03-04,26790.68,USD,77,61-90,False
2026-03-01,INV-108412,CUST-1142,2025-12-27,72014.14,USD,70,61-90,False
2026-03-01,INV-108413,CUST-1133,2025-10-07,48755.47,USD,58,31-60,False
2026-03-01,INV-108414,CUST-1119,2025-10-06,38270.24,USD,50,31-60,False
2026-03-01,INV-108415,CUST-1169,2026-02-02,13834.06,USD,15,1-30,False
2026-03-01,INV-108416,CUST-1156,2025-11-02,68162.17,USD,50,31-60,False
2026-03-01,INV-108417,CUST-1078,2025-11-27,123842.59,USD,127,90+,False
2026-03-01,INV-108418,CUST-1092,2026-03-26,62863.45,USD,10,1-30,True
2026-03-01,INV-108419,CUST-1003,2026-02-22,49937.73,USD,67,61-90,False
2026-03-01,INV-108420,CUST-1081,2026-01-18,36073.32,USD,120,90+,False
2026-03-01,INV-108421,CUST-1184,2025-11-11,94280.06,USD,137,90+,False
2026-03-01,INV-108422,CUST-1176,2026-01-02,8916.14,USD,71,61-90,False
2026-03-01,INV-108423,CUST-1171,2026-03-17,86261.7,USD,44,31-60,False
2026-03-01,INV-108424,CUST-1074,2026-03-23,15075.82,USD,5,1-30,True
2026-03-01,INV-108425,CUST-1013,2026-02-06,46478.43,USD,5,1-30,False
2026-03-01,INV-108426,CUST-1130,2025-12-18,78587.68,USD,90,61-90,False
2026-03-01,INV-108427,CUST-1113,2026-01-03,26926.39,USD,72,61-90,False
2026-03-01,INV-108428,CUST-1061,2026-01-19,14208.05,USD,63,61-90,False
2026-03-01,INV-108429,CUST-1105,2026-01-05,67482.86,USD,37,31-60,True
2026-03-01,INV-108430,CUST-1063,2026-03-29,28330.92,USD,77,61-90,False
2026-03-01,INV-108431,CUST-1101,2026-03-12,22985.23,USD,62,61-90,True
2026-03-01,INV-108432,CUST-1172,2026-01-27,26214.44,USD,110,90+,False
2026-03-01,INV-108433,CUST-1105,2025-12-08,44109.16,USD,70,61-90,False
2026-03-01,INV-108434,CUST-1185,2026-02-10,121067.5,USD,19,1-30,False
2026-03-01,INV-108435,CUST-1019,2026-02-22,75713.41,USD,76,61-90,False
2026-03-01,INV-108436,CUST-1057,2025-11-21,41961.16,USD,63,61-90,False
2026-03-01,INV-108437,CUST-1111,2026-02-19,21998.87,USD,36,31-60,False
2026-03-01,INV-108438,CUST-1056,2026-01-30,24108.26,USD,107,90+,False
2026-03-01,INV-108439,CUST-1195,2025-10-29,20081.45,USD,9,1-30,True
2026-03-01,INV-108440,CUST-1118,2026-02-13,16078.13,USD,44,31-60,False
2026-03-01,INV-108441,CUST-1096,2026-01-12,49636.12,USD,62,61-90,False
2026-03-01,INV-108442,CUST-1091,2025-10-01,17173.59,USD,12,1-30,False
2026-03-01,INV-108443,CUST-1051,2025-10-29,50578.86,USD,24,1-30,False
2026-03-01,INV-108444,CUST-1036,2026-03-13,119225.69,USD,126,90+,False
2026-03-01,INV-108445,CUST-1007,2026-03-28,32126.74,USD,43,31-60,False
2026-03-01,INV-108446,CUST-1043,2026-03-14,49129.76,USD,73,61-90,False
2026-03-01,INV-108447,CUST-1097,2025-12-08,35642.91,USD,115,90+,False
2026-03-01,INV-108448,CUST-1132,2025-11-22,28051.83,USD,68,61-90,False
2026-03-01,INV-108449,CUST-1117,2026-02-01,37332.34,USD,46,31-60,True
2026-03-01,INV-108450,CUST-1068,2026-03-29,8025.06,USD,90,61-90,False
2026-03-01,INV-108451,CUST-1158,2025-12-27,70817.14,USD,49,31-60,False
2026-03-01,INV-108452,CUST-1044,2025-12-22,42191.73,USD,115,90+,False
2026-03-01,INV-108453,CUST-1136,2025-10-12,33779.8,USD,32,31-60,False
2026-03-01,INV-108454,CUST-1031,2025-11-21,32761.26,USD,91,90+,False
2026-03-01,INV-108455,CUST-1032,2026-02-06,27789.55,USD,103,90+,False
2026-03-01,INV-108456,CUST-1125,2026-02-12,19318.23,USD,130,90+,False
2026-03-01,INV-108457,CUST-1066,2026-02-22,16888.41,USD,59,31-60,False
2026-03-01,INV-108458,CUST-1029,2026-02-04,43254.16,USD,28,1-30,False
2026-03-01,INV-108459,CUST-1113,2026-03-20,6954.31,USD,115,90+,False
2026-03-01,INV-108460,CUST-1028,2025-12-10,11174.59,USD,41,31-60,True
2026-03-01,INV-108461,CUST-1130,2025-10-17,20045.82,USD,148,90+,False
2026-03-01,INV-108462,CUST-1184,2025-10-03,58853.82,USD,31,31-60,True
2026-03-01,INV-108463,CUST-1029,2025-10-29,112285.58,USD,98,90+,False
2026-03-01,INV-108464,CUST-1136,2025-10-22,5667.02,USD,119,90+,False
2026-03-01,INV-108465,CUST-1153,2026-03-15,61495.97,USD,46,31-60,True
2026-03-01,INV-108466,CUST-1129,2025-11-23,14134.49,USD,16,1-30,False
2026-03-01,INV-108467,CUST-1061,2026-01-15,84386.71,USD,28,1-30,False
2026-03-01,INV-108468,CUST-1002,2026-03-27,141357.06,USD,47,31-60,False
2026-03-01,INV-108469,CUST-1173,2025-12-08,7299.35,USD,129,90+,False
2026-03-01,INV-108470,CUST-1067,2026-03-07,39701.02,USD,32,31-60,False
2026-03-01,INV-108471,CUST-1024,2026-02-28,52945.53,USD,127,90+,False
2026-03-01,INV-108472,CUST-1178,2026-01-28,11523.02,USD,67,61-90,False
2026-03-01,INV-108473,CUST-1140,2025-11-16,11835.46,USD,38,31-60,False
2026-03-01,INV-108474,CUST-1043,2026-02-26,36992.54,USD,132,90+,False
2026-03-01,INV-108475,CUST-1162,2025-10-20,41307.99,USD,118,90+,False
2026-03-01,INV-108476,CUST-1054,2026-02-28,45247.83,USD,67,61-90,False
2026-03-01,INV-108477,CUST-1136,2026-02-26,24762.27,USD,51,31-60,False
2026-03-01,INV-108478,CUST-1129,2025-10-21,40941.13,USD,135,90+,False
2026-03-01,INV-108479,CUST-1188,2025-10-01,16229.2,USD,147,90+,False
2026-03-01,INV-108480,CUST-1040,2026-02-20,34060.04,USD,69,61-90,False
2026-03-01,INV-108481,CUST-1171,2025-10-17,18346.78,USD,35,31-60,False
2026-03-01,INV-108482,CUST-1063,2025-11-20,8673.3,USD,31,31-60,False
2026-03-01,INV-108483,CUST-1030,2025-10-14,22529.33,USD,4,1-30,False
2026-03-01,INV-108484,CUST-1046,2025-11-28,39771.45,USD,103,90+,False
2026-03-01,INV-108485,CUST-1129,2025-12-22,91364.81,USD,147,90+,False
2026-03-01,INV-108486,CUST-1095,2025-11-19,67420.38,USD,67,61-90,False
2026-03-01,INV-108487,CUST-1076,2026-02-01,18189.17,USD,149,90+,False
2026-03-01,INV-108488,CUST-1109,2025-11-03,39608.2,USD,4,1-30,False
2026-03-01,INV-108489,CUST-1068,2025-10-06,22892.39,USD,9,1-30,False
2026-03-01,INV-108490,CUST-1057,2026-01-17,3391.3,USD,113,90+,False
2026-03-01,INV-108491,CUST-1105,2025-11-18,37171.12,USD,55,31-60,False
2026-03-01,INV-108492,CUST-1043,2025-10-06,64244.44,USD,85,61-90,False
2026-03-01,INV-108493,CUST-1073,2026-01-25,107995.94,USD,99,90+,True
2026-03-01,INV-108494,CUST-1055,2026-01-26,25318.38,USD,143,90+,False
2026-03-01,INV-108495,CUST-1170,2025-10-07,24344.69,USD,1,1-30,False
2026-03-01,INV-108496,CUST-1126,2026-01-05,34630.69,USD,142,90+,True
2026-03-01,INV-108497,CUST-1161,2026-03-28,17013.75,USD,62,61-90,True
2026-03-01,INV-108498,CUST-1029,2026-01-26,40420.67,USD,93,90+,True
2026-03-01,INV-108499,CUST-1070,2026-02-06,17555.45,USD,65,61-90,False
2026-03-01,INV-108500,CUST-1197,2026-02-18,5277.34,USD,117,90+,False
2026-03-01,INV-108501,CUST-1117,2026-03-20,72329.2,USD,28,1-30,False
2026-03-01,INV-108502,CUST-1054,2025-10-27,35311.35,USD,39,31-60,False
2026-03-01,INV-108503,CUST-1066,2026-01-24,22409.43,USD,10,1-30,False
2026-03-01,INV-108504,CUST-1140,2026-02-08,13051.51,USD,125,90+,True
2026-03-01,INV-108505,CUST-1002,2025-11-27,77646.37,USD,86,61-90,False
2026-03-01,INV-108506,CUST-1025,2025-12-28,19358.63,USD,89,61-90,False
2026-03-01,INV-108507,CUST-1056,2026-01-05,46721.72,USD,78,61-90,False
2026-03-01,INV-108508,CUST-1125,2025-10-17,98583.6,USD,102,90+,False
2026-03-01,INV-108509,CUST-1151,2026-03-22,41587.26,USD,80,61-90,False
2026-03-01,INV-108510,CUST-1052,2026-01-09,48009.52,USD,98,90+,False
2026-03-01,INV-108511,CUST-1197,2025-10-29,33133.71,USD,99,90+,False
2026-03-01,INV-108512,CUST-1042,2026-01-10,48294.48,USD,130,90+,False
2026-03-01,INV-108513,CUST-1187,2026-01-31,22301.31,USD,10,1-30,False
2026-03-01,INV-108514,CUST-1185,2025-11-23,44969.49,USD,27,1-30,False
2026-03-01,INV-108515,CUST-1048,2025-10-27,18451.64,USD,47,31-60,False
2026-03-01,INV-108516,CUST-1041,2026-01-10,106920.18,USD,27,1-30,False
2026-03-01,INV-108517,CUST-1193,2026-01-25,45991.41,USD,45,31-60,True
2026-03-01,INV-108518,CUST-1010,2026-01-12,20413.81,USD,54,31-60,False
2026-03-01,INV-108519,CUST-1102,2025-11-14,24311.58,USD,82,61-90,False
2026-03-01,INV-108520,CUST-1097,2026-01-22,34382.24,USD,118,90+,False
2026-03-01,INV-108521,CUST-1145,2025-12-26,63012.43,USD,1,1-30,False
2026-03-01,INV-108522,CUST-1084,2025-10-31,20765.09,USD,143,90+,False
2026-03-01,INV-108523,CUST-1099,2026-03-13,18311.19,USD,10,1-30,False
2026-03-01,INV-108524,CUST-1103,2025-11-06,47210.04,USD,2,1-30,False
2026-03-01,INV-108525,CUST-1179,2025-11-05,44391.76,USD,41,31-60,False
2026-03-01,INV-108526,CUST-1045,2026-01-27,5726.06,USD,91,90+,False
2026-03-01,INV-108527,CUST-1043,2025-10-05,38895.49,USD,76,61-90,False
2026-03-01,INV-108528,CUST-1021,2026-03-23,8619.49,USD,119,90+,False
2026-03-01,INV-108529,CUST-1180,2025-11-21,34668.13,USD,133,90+,False
2026-03-01,INV-108530,CUST-1186,2025-11-18,33477.78,USD,115,90+,False
2026-03-01,INV-108531,CUST-1113,2025-10-06,18809.11,USD,66,61-90,False
2026-03-01,INV-108532,CUST-1124,2026-01-31,7196.24,USD,149,90+,False
2026-03-01,INV-108533,CUST-1123,2026-02-15,9814.05,USD,40,31-60,False
2026-03-01,INV-108534,CUST-1029,2026-01-26,58052.96,USD,38,31-60,False
2026-03-01,INV-108535,CUST-1007,2025-10-23,3597.92,USD,54,31-60,False
2026-03-01,INV-108536,CUST-1097,2026-02-22,76695.44,USD,70,61-90,False
2026-03-01,INV-108537,CUST-1056,2026-01-18,79473.37,USD,129,90+,False
2026-03-01,INV-108538,CUST-1110,2025-11-13,21673.94,USD,7,1-30,False
2026-03-01,INV-108539,CUST-1072,2025-11-10,42653.57,USD,113,90+,False
2026-03-01,INV-108540,CUST-1114,2026-02-20,26096.01,USD,62,61-90,False
2026-03-01,INV-108541,CUST-1019,2026-03-21,44423.43,USD,96,90+,False
2026-03-01,INV-108542,CUST-1024,2025-11-19,9747.49,USD,73,61-90,False
2026-03-01,INV-108543,CUST-1018,2025-11-21,12612.09,USD,17,1-30,False
2026-03-01,INV-108544,CUST-1004,2025-12-09,45630.63,USD,96,90+,False
2026-03-01,INV-108545,CUST-1074,2026-02-28,40089.91,USD,22,1-30,False
2026-03-01,INV-108546,CUST-1127,2026-03-21,44587.72,USD,123,90+,False
2026-03-01,INV-108547,CUST-1071,2026-01-17,5243.75,USD,59,31-60,False
2026-03-01,INV-108548,CUST-1154,2026-01-26,40444.36,USD,84,61-90,False
2026-03-01,INV-108549,CUST-1039,2026-01-17,14424.25,USD,4,1-30,False
2026-03-01,INV-108550,CUST-1025,2026-01-03,88008.63,USD,98,90+,False
2026-03-01,INV-108551,CUST-1026,2025-11-13,24007.39,USD,145,90+,False
2026-03-01,INV-108552,CUST-1189,2026-03-29,25501.19,USD,110,90+,False
2026-03-01,INV-108553,CUST-1082,2025-12-06,28534.41,USD,59,31-60,False
2026-03-01,INV-108554,CUST-1127,2026-03-05,76743.44,USD,113,90+,False
2026-03-01,INV-108555,CUST-1177,2025-12-06,19484.13,USD,81,61-90,False
2026-03-01,INV-108556,CUST-1169,2025-10-18,19585.12,USD,105,90+,False
2026-03-01,INV-108557,CUST-1156,2026-03-04,10414.29,USD,140,90+,False
2026-03-01,INV-108558,CUST-1166,2026-03-28,22260.05,USD,117,90+,False
2026-03-01,INV-108559,CUST-1187,2025-11-29,85867.85,USD,122,90+,False
2026-03-01,INV-108560,CUST-1168,2025-12-13,35221.29,USD,120,90+,False
2026-03-01,INV-108561,CUST-1032,2025-11-18,72348.73,USD,1,1-30,False
2026-03-01,INV-108562,CUST-1096,2025-10-15,49670.13,USD,117,90+,False
2026-03-01,INV-108563,CUST-1110,2025-12-12,36316.38,USD,135,90+,False
2026-03-01,INV-108564,CUST-1015,2026-02-20,11027.78,USD,73,61-90,False
2026-03-01,INV-108565,CUST-1022,2026-03-28,9035.4,USD,126,90+,True
2026-03-01,INV-108566,CUST-1134,2025-11-17,23492.62,USD,117,90+,False
2026-03-01,INV-108567,CUST-1025,2025-12-11,19016.62,USD,107,90+,True
2026-03-01,INV-108568,CUST-1095,2026-01-21,90802.77,USD,42,31-60,False
2026-03-01,INV-108569,CUST-1011,2026-02-06,3541.92,USD,111,90+,True
2026-03-01,INV-108570,CUST-1071,2026-02-12,54435.11,USD,149,90+,False
2026-03-01,INV-108571,CUST-1132,2025-11-22,70092.91,USD,18,1-30,False
2026-03-01,INV-108572,CUST-1105,2026-03-08,39716.2,USD,131,90+,False
2026-03-01,INV-108573,CUST-1116,2025-10-18,24054.12,USD,18,1-30,False
2026-03-01,INV-108574,CUST-1196,2025-10-12,49389.5,USD,19,1-30,False
2026-03-01,INV-108575,CUST-1176,2025-11-17,6296.43,USD,3,1-30,False
2026-03-01,INV-108576,CUST-1025,2025-10-30,51633.0,USD,48,31-60,False
2026-03-01,INV-108577,CUST-1132,2026-01-05,65787.26,USD,2,1-30,False
2026-03-01,INV-108578,CUST-1021,2025-10-07,79902.43,USD,51,31-60,False
2026-03-01,INV-108579,CUST-1012,2025-12-31,53647.0,USD,127,90+,False
2026-03-01,INV-108580,CUST-1155,2026-01-21,33836.82,USD,35,31-60,False
2026-03-01,INV-108581,CUST-1160,2025-10-03,26211.84,USD,102,90+,False
2026-03-01,INV-108582,CUST-1106,2026-01-15,18264.33,USD,15,1-30,False
2026-03-01,INV-108583,CUST-1022,2025-12-02,5158.19,USD,46,31-60,False
2026-03-01,INV-108584,CUST-1096,2026-02-11,51412.39,USD,79,61-90,True
