payment_id,customer_id,invoice_id,payment_date,amount,payment_method,status
PAY-2510,CUST-1105,INV-105894,2026-01-15,12742.44,Check,Partial
PAY-2511,CUST-1147,INV-101926,2026-01-09,30966.96,Wire,Partial
PAY-2512,CUST-1120,INV-108140,2026-02-27,106105.37,Check,Partial
PAY-2513,CUST-1146,INV-100744,2026-02-05,129633.36,Wire,Completed
PAY-2514,CUST-1007,INV-108342,2026-01-22,9494.66,Wire,Partial
PAY-2515,CUST-1017,INV-102883,2026-01-13,4651.08,Check,Completed
PAY-2516,CUST-1036,INV-102248,2026-02-10,36835.47,Wire,Completed
PAY-2517,CUST-1188,INV-108553,2026-02-13,46183.94,Wire,Completed
PAY-2518,CUST-1172,INV-101215,2026-01-14,76939.89,ACH,Completed
PAY-2519,CUST-1037,INV-104625,2026-01-26,25928.6,ACH,Completed
PAY-2520,CUST-1001,INV-104258,2026-02-25,31001.16,Wire,Completed
PAY-2521,CUST-1182,INV-102326,2026-02-13,10219.7,Wire,Partial
PAY-2522,CUST-1142,INV-101158,2026-01-25,20641.32,Wire,Completed
PAY-2523,CUST-1058,INV-107868,2026-01-22,18540.61,ACH,Completed
PAY-2524,CUST-1074,INV-100944,2026-01-30,51404.82,Wire,Partial
PAY-2525,CUST-1132,INV-105113,2026-01-13,20190.98,ACH,Completed
PAY-2526,CUST-1105,INV-104850,2026-02-19,14188.65,ACH,Partial
PAY-2527,CUST-1147,INV-104803,2026-02-01,32292.89,Wire,Completed
PAY-2528,CUST-1081,INV-109601,2026-02-06,24550.89,ACH,Partial
PAY-2529,CUST-1139,INV-102937,2026-02-27,28201.42,Wire,Completed
PAY-2530,CUST-1184,INV-103758,2026-01-19,6582.41,Check,Partial
PAY-2531,CUST-1112,INV-104554,2026-02-04,15736.83,Check,Completed
PAY-2532,CUST-1080,INV-109229,2026-02-27,22683.38,Check,Completed
PAY-2533,CUST-1067,INV-108807,2026-03-01,38648.72,Check,Partial
PAY-2534,CUST-1018,INV-107297,2026-02-18,52419.64,Wire,Completed
PAY-2535,CUST-1086,INV-100003,2026-02-28,28553.59,Check,Completed
PAY-2536,CUST-1026,INV-104754,2026-02-21,17867.39,Wire,Partial
PAY-2537,CUST-1115,INV-105063,2026-01-29,22494.16,Wire,Completed
PAY-2538,CUST-1180,INV-101612,2026-01-07,13429.56,Wire,Completed
PAY-2539,CUST-1169,INV-104529,2026-02-04,20270.32,Wire,Partial
PAY-2540,CUST-1115,INV-104721,2026-02-08,24665.57,Wire,Completed
PAY-2541,CUST-1044,INV-108403,2026-01-06,27699.19,ACH,Partial
PAY-2542,CUST-1077,INV-102240,2026-01-14,20735.19,Check,Partial
PAY-2543,CUST-1067,INV-104322,2026-01-28,13973.89,ACH,Partial
PAY-2544,CUST-1195,INV-108531,2026-01-01,25705.09,ACH,Partial
PAY-2545,CUST-1151,INV-105963,2026-02-15,39522.22,Check,Completed
PAY-2546,CUST-1086,INV-107153,2026-01-21,10295.38,Wire,Completed
PAY-2547,CUST-1035,INV-108870,2026-01-27,48089.16,Wire,Partial
PAY-2548,CUST-1132,INV-102460,2026-01-22,56905.2,Check,Completed
PAY-2549,CUST-1026,INV-104418,2026-01-11,49978.51,Check,Completed
PAY-2550,CUST-1164,INV-102556,2026-01-09,138631.12,Check,Completed
PAY-2551,CUST-1026,INV-104170,2026-01-10,11114.42,ACH,Completed
PAY-2552,CUST-1094,INV-107795,2026-02-23,6105.77,ACH,Partial
PAY-2553,CUST-1075,INV-102387,2026-02-12,11178.52,Check,Partial
PAY-2554,CUST-1174,INV-103632,2026-02-25,9464.1,Check,Partial
PAY-2555,CUST-1191,INV-102366,2026-02-19,21395.76,Check,Completed
PAY-2556,CUST-1133,INV-100794,2026-02-18,22653.88,Check,Partial
PAY-2557,CUST-1075,INV-103781,2026-02-15,52626.47,ACH,Partial
PAY-2558,CUST-1183,INV-105992,2026-02-18,22255.29,Check,Completed
PAY-2559,CUST-1127,INV-107225,2026-02-08,9674.8,Check,Partial
PAY-2560,CUST-1141,INV-109849,2026-01-31,39965.94,Check,Completed
PAY-2561,CUST-1021,INV-103705,2026-02-01,29533.5,Check,Partial
PAY-2562,CUST-1182,INV-107432,2026-01-31,25079.57,Wire,Partial
PAY-2563,CUST-1074,INV-108916,2026-01-08,22359.92,Wire,Completed
PAY-2564,CUST-1103,INV-100977,2026-02-09,53705.48,Check,Completed
PAY-2565,CUST-1051,INV-109088,2026-03-01,29953.66,ACH,Completed
PAY-2566,CUST-1102,INV-100075,2026-02-20,93877.3,Wire,Completed
PAY-2567,CUST-1183,INV-103602,2026-01-05,34599.28,ACH,Partial
PAY-2568,CUST-1101,INV-101657,2026-01-31,10729.9,Wire,Completed
PAY-2569,CUST-1120,INV-105005,2026-01-07,29272.08,Wire,Partial
PAY-2570,CUST-1076,INV-105849,2026-02-14,22876.41,Check,Partial
PAY-2571,CUST-1005,INV-101871,2026-02-16,14524.71,Check,Completed
PAY-2572,CUST-1147,INV-109723,2026-01-14,10026.18,Check,Partial
PAY-2573,CUST-1053,INV-104869,2026-01-25,26052.68,ACH,Completed
PAY-2574,CUST-1001,INV-104208,2026-01-21,35181.69,ACH,Completed
PAY-2575,CUST-1071,INV-100349,2026-02-16,51285.17,ACH,Partial
PAY-2576,CUST-1157,INV-104860,2026-01-29,24208.1,Check,Completed
PAY-2577,CUST-1090,INV-103090,2026-02-15,11919.73,Wire,Partial
PAY-2578,CUST-1127,INV-105848,2026-02-14,105004.47,Wire,Partial
PAY-2579,CUST-1181,INV-102264,2026-01-31,24844.38,Wire,Partial
PAY-2580,CUST-1131,INV-101523,2026-02-21,21311.95,Check,Partial
PAY-2581,CUST-1198,INV-100641,2026-01-04,7516.4,Wire,Partial
PAY-2582,CUST-1174,INV-108905,2026-02-23,37000.81,Wire,Completed
PAY-2583,CUST-1087,INV-108190,2026-02-10,48274.11,ACH,Partial
PAY-2584,CUST-1095,INV-103496,2026-02-15,740.27,ACH,Completed
PAY-2585,CUST-1146,INV-105812,2026-01-29,77674.06,Check,Completed
PAY-2586,CUST-1041,INV-101927,2026-02-18,57520.39,Wire,Completed
PAY-2587,CUST-1098,INV-108480,2026-01-01,19432.42,Check,Completed
PAY-2588,CUST-1169,INV-105546,2026-02-01,7879.3,ACH,Partial
PAY-2589,CUST-1050,INV-106045,2026-01-01,9303.35,Wire,Completed
PAY-2590,CUST-1002,INV-106433,2026-01-04,14790.19,Wire,Completed
PAY-2591,CUST-1036,INV-105987,2026-01-20,14668.46,ACH,Completed
PAY-2592,CUST-1021,INV-106163,2026-02-28,46571.05,Wire,Completed
PAY-2593,CUST-1160,INV-106461,2026-02-09,31318.92,Check,Completed
PAY-2594,CUST-1102,INV-106359,2026-02-06,16113.2,Wire,Completed
PAY-2595,CUST-1097,INV-101623,2026-01-14,38219.56,ACH,Completed
PAY-2596,CUST-1176,INV-100252,2026-02-27,60614.93,ACH,Partial
PAY-2597,CUST-1086,INV-106211,2026-02-21,28598.8,Check,Completed
PAY-2598,CUST-1181,INV-103662,2026-02-25,73262.9,Check,Partial
PAY-2599,CUST-1061,INV-106482,2026-02-24,57515.04,ACH,Completed
PAY-2600,CUST-1034,INV-105778,2026-01-14,27863.61,Check,Completed
PAY-2601,CUST-1028,INV-100367,2026-02-23,26919.26,ACH,Partial
PAY-2602,CUST-1065,INV-109762,2026-01-02,11542.42,Check,Completed
PAY-2603,CUST-1124,INV-102030,2026-01-21,2788.59,ACH,Partial
PAY-2604,CUST-1049,INV-102700,2026-01-29,7788.11,Check,Partial
PAY-2605,CUST-1013,INV-107558,2026-01-12,24889.2,Check,Completed
PAY-2606,CUST-1047,INV-104623,2026-01-18,1893.38,Check,Partial
PAY-2607,CUST-1043,INV-103337,2026-02-07,10723.0,Check,Partial
PAY-2608,CUST-1071,INV-102296,2026-02-10,19058.9,Wire,Completed
PAY-2609,CUST-1128,INV-107845,2026-02-01,30946.33,ACH,Partial
PAY-2610,CUST-1155,INV-108244,2026-02-10,48609.99,ACH,Partial
PAY-2611,CUST-1002,INV-109761,2026-01-22,13268.08,Wire,Completed
PAY-2612,CUST-1117,INV-105204,2026-02-05,38328.3,Check,Partial
PAY-2613,CUST-1198,INV-101408,2026-02-11,11746.13,Check,Completed
PAY-2614,CUST-1097,INV-100718,2026-01-12,79842.45,ACH,Completed
PAY-2615,CUST-1047,INV-106857,2026-02-26,39255.91,ACH,Completed
PAY-2616,CUST-1125,INV-100570,2026-01-21,34211.26,ACH,Completed
PAY-2617,CUST-1159,INV-107010,2026-01-08,12826.04,Wire,Completed
PAY-2618,CUST-1008,INV-101048,2026-01-28,10848.14,ACH,Partial
PAY-2619,CUST-1184,INV-103999,2026-02-26,14629.93,Wire,Partial
PAY-2620,CUST-1045,INV-105662,2026-02-22,34045.27,Wire,Partial
PAY-2621,CUST-1057,INV-103964,2026-01-22,114844.97,ACH,Partial
PAY-2622,CUST-1183,INV-103074,2026-02-21,21969.11,ACH,Partial
PAY-2623,CUST-1014,INV-100853,2026-01-16,20527.64,ACH,Completed
PAY-2624,CUST-1118,INV-104289,2026-01-12,47606.23,Check,Completed
PAY-2625,CUST-1188,INV-105846,2026-02-18,19154.95,Check,Partial
PAY-2626,CUST-1143,INV-107015,2026-01-17,16839.19,Check,Completed
PAY-2627,CUST-1114,INV-100829,2026-01-21,68115.47,ACH,Completed
PAY-2628,CUST-1045,INV-100692,2026-02-20,8158.9,Wire,Completed
PAY-2629,CUST-1070,INV-105975,2026-01-07,19147.71,Wire,Completed
PAY-2630,CUST-1034,INV-105496,2026-01-20,5962.66,Check,Partial
PAY-2631,CUST-1065,INV-103616,2026-02-05,34754.26,Wire,Completed
PAY-2632,CUST-1056,INV-107920,2026-02-21,26292.99,Check,Completed
PAY-2633,CUST-1111,INV-103162,2026-02-23,58436.57,Wire,Completed
PAY-2634,CUST-1033,INV-102700,2026-02-10,16496.85,ACH,Partial
PAY-2635,CUST-1030,INV-106628,2026-03-01,21164.89,ACH,Completed
PAY-2636,CUST-1011,INV-101574,2026-02-13,19280.38,Wire,Completed
PAY-2637,CUST-1192,INV-102152,2026-01-13,72790.43,Check,Partial
PAY-2638,CUST-1174,INV-107192,2026-02-10,29659.93,ACH,Partial
PAY-2639,CUST-1064,INV-106637,2026-01-29,32249.23,Wire,Partial
PAY-2640,CUST-1128,INV-105568,2026-02-12,20374.16,Check,Completed
PAY-2641,CUST-1078,INV-101551,2026-02-06,17761.9,Wire,Partial
PAY-2642,CUST-1194,INV-104679,2026-02-28,20467.14,Check,Completed
PAY-2643,CUST-1013,INV-101620,2026-01-08,58767.69,Wire,Partial
PAY-2644,CUST-1181,INV-104042,2026-01-20,27927.73,Wire,Completed
PAY-2645,CUST-1137,INV-103801,2026-02-13,61043.14,ACH,Partial
PAY-2646,CUST-1066,INV-108627,2026-02-25,31612.92,Check,Partial
PAY-2647,CUST-1083,INV-101467,2026-02-17,16116.62,ACH,Partial
PAY-2648,CUST-1127,INV-103364,2026-01-10,19737.55,ACH,Completed
PAY-2649,CUST-1049,INV-101845,2026-01-15,39590.19,ACH,Completed
PAY-2650,CUST-1118,INV-101534,2026-02-26,35256.58,Wire,Partial
PAY-2651,CUST-1127,INV-101490,2026-01-12,25498.59,Wire,Completed
PAY-2652,CUST-1099,INV-104270,2026-02-25,85513.9,ACH,Partial
PAY-2653,CUST-1090,INV-106484,2026-02-25,17047.97,Check,Partial
PAY-2654,CUST-1115,INV-109213,2026-02-15,9206.0,Wire,Partial
PAY-2655,CUST-1163,INV-103818,2026-02-26,12891.55,ACH,Completed
PAY-2656,CUST-1010,INV-107633,2026-02-14,22982.99,Wire,Partial
PAY-2657,CUST-1130,INV-100169,2026-01-16,34846.8,ACH,Completed
PAY-2658,CUST-1166,INV-104835,2026-02-11,25644.02,Wire,Partial
PAY-2659,CUST-1009,INV-100700,2026-01-08,7675.17,ACH,Partial
PAY-2660,CUST-1050,INV-106130,2026-01-20,23084.58,Check,Partial
PAY-2661,CUST-1031,INV-104541,2026-01-14,42107.87,Check,Partial
PAY-2662,CUST-1179,INV-100950,2026-02-06,49629.17,Check,Completed
PAY-2663,CUST-1071,INV-109742,2026-01-26,6795.06,Check,Completed
PAY-2664,CUST-1046,INV-103045,2026-02-07,14950.82,Check,Partial
PAY-2665,CUST-1012,INV-102618,2026-02-22,15595.46,ACH,Completed
PAY-2666,CUST-1121,INV-103830,2026-02-10,76255.82,Wire,Partial
PAY-2667,CUST-1066,INV-100297,2026-02-14,64528.76,ACH,Completed
PAY-2668,CUST-1052,INV-108051,2026-01-29,23501.59,Check,Partial
PAY-2669,CUST-1052,INV-100509,2026-01-13,20748.13,ACH,Partial
PAY-2670,CUST-1142,INV-105893,2026-02-03,104159.92,ACH,Completed
PAY-2671,CUST-1180,INV-103749,2026-01-22,51637.68,ACH,Partial
PAY-2672,CUST-1120,INV-107118,2026-02-14,11696.05,ACH,Completed
PAY-2673,CUST-1041,INV-101440,2026-01-26,66384.48,Check,Partial
PAY-2674,CUST-1028,INV-105465,2026-02-03,17527.14,ACH,Partial
PAY-2675,CUST-1046,INV-107581,2026-02-28,8690.11,ACH,Partial
PAY-2676,CUST-1029,INV-105229,2026-02-16,18826.31,ACH,Completed
PAY-2677,CUST-1122,INV-100448,2026-01-24,25328.5,Check,Completed
PAY-2678,CUST-1013,INV-100633,2026-02-25,26746.93,ACH,Partial
PAY-2679,CUST-1078,INV-105886,2026-01-21,67259.05,Wire,Completed
PAY-2680,CUST-1110,INV-101018,2026-01-31,45891.98,Check,Completed
PAY-2681,CUST-1058,INV-108906,2026-01-12,16894.29,Check,Completed
PAY-2682,CUST-1109,INV-105609,2026-02-11,14500.11,ACH,Completed
PAY-2683,CUST-1105,INV-105646,2026-01-24,17307.1,Check,Partial
PAY-2684,CUST-1063,INV-107115,2026-01-21,58897.81,Wire,Completed
PAY-2685,CUST-1043,INV-100917,2026-01-04,19673.39,Wire,Partial
PAY-2686,CUST-1013,INV-109015,2026-01-25,40625.67,Wire,Completed
PAY-2687,CUST-1152,INV-106937,2026-01-08,6975.39,Check,Completed
PAY-2688,CUST-1090,INV-104273,2026-02-05,50835.65,Check,Completed
PAY-2689,CUST-1043,INV-102032,2026-02-03,35710.98,Wire,Completed
PAY-2690,CUST-1060,INV-108790,2026-02-19,45660.9,Check,Completed
PAY-2691,CUST-1001,INV-102364,2026-02-19,12156.47,Check,Partial
PAY-2692,CUST-1078,INV-100002,2026-02-15,38079.87,Check,Completed
PAY-2693,CUST-1073,INV-105277,2026-01-27,8437.35,Check,Partial
PAY-2694,CUST-1170,INV-105305,2026-01-28,28384.89,Check,Partial
PAY-2695,CUST-1008,INV-106039,2026-01-29,22602.65,ACH,Partial
PAY-2696,CUST-1188,INV-108004,2026-01-29,5635.72,Check,Partial
PAY-2697,CUST-1194,INV-104146,2026-01-10,36744.9,ACH,Partial
PAY-2698,CUST-1151,INV-106965,2026-02-13,6249.47,ACH,Partial
PAY-2699,CUST-1192,INV-103762,2026-02-01,5667.08,Wire,Partial
PAY-2700,CUST-1165,INV-102714,2026-01-08,6486.14,Check,Partial
PAY-2701,CUST-1197,INV-102472,2026-02-23,48814.92,Check,Completed
PAY-2702,CUST-1132,INV-107792,2026-01-17,34508.29,ACH,Completed
PAY-2703,CUST-1067,INV-104215,2026-01-12,6994.5,ACH,Completed
PAY-2704,CUST-1194,INV-100617,2026-01-26,28464.15,Wire,Completed
PAY-2705,CUST-1157,INV-101393,2026-02-21,26195.68,ACH,Completed
PAY-2706,CUST-1061,INV-102464,2026-01-03,44927.36,ACH,Partial
PAY-2707,CUST-1134,INV-101802,2026-02-11,22384.59,Check,Partial
PAY-2708,CUST-1178,INV-108355,2026-01-11,50518.56,Check,Partial
PAY-2709,CUST-1159,INV-109848,2026-01-14,23166.12,ACH,Completed
PAY-2710,CUST-1106,INV-108826,2026-01-07,13776.28,Wire,Partial
PAY-2711,CUST-1073,INV-109147,2026-01-26,12150.51,Wire,Completed
PAY-2712,CUST-1100,INV-104644,2026-02-06,4771.56,Check,Completed
PAY-2713,CUST-1025,INV-106031,2026-02-02,9690.43,Wire,Completed
PAY-2714,CUST-1042,INV-100718,2026-02-13,9883.43,ACH,Partial
PAY-2715,CUST-1108,INV-103463,2026-02-17,14915.81,Check,Completed
PAY-2716,CUST-1061,INV-100994,2026-02-01,37536.41,Check,Partial
PAY-2717,CUST-1158,INV-104616,2026-02-07,42847.4,ACH,Partial
PAY-2718,CUST-1022,INV-100836,2026-01-20,106154.8,Check,Partial
PAY-2719,CUST-1063,INV-108703,2026-01-10,13912.33,Check,Partial
PAY-2720,CUST-1071,INV-107759,2026-01-15,8996.76,Wire,Completed
PAY-2721,CUST-1182,INV-101041,2026-01-15,4295.19,Check,Completed
PAY-2722,CUST-1143,INV-107627,2026-01-06,23048.56,Wire,Partial
PAY-2723,CUST-1119,INV-104802,2026-02-24,31794.05,Wire,Completed
PAY-2724,CUST-1008,INV-105235,2026-01-25,26641.54,Check,Completed
PAY-2725,CUST-1003,INV-108735,2026-01-01,17891.91,Check,Partial
PAY-2726,CUST-1038,INV-106366,2026-01-06,108853.54,ACH,Partial
PAY-2727,CUST-1043,INV-104183,2026-01-13,47101.07,Check,Partial
PAY-2728,CUST-1040,INV-105792,2026-01-11,8544.7,Check,Partial
PAY-2729,CUST-1012,INV-109156,2026-01-24,33506.25,Check,Completed
PAY-2730,CUST-1075,INV-101921,2026-01-20,58157.86,Check,Completed
PAY-2731,CUST-1139,INV-102869,2026-01-26,23099.91,ACH,Completed
PAY-2732,CUST-1023,INV-109189,2026-01-25,39949.34,Check,Completed
PAY-2733,CUST-1047,INV-108866,2026-02-21,54424.06,Check,Partial
PAY-2734,CUST-1098,INV-109078,2026-02-21,27432.56,Check,Partial
PAY-2735,CUST-1031,INV-102236,2026-01-12,30480.18,Wire,Completed
PAY-2736,CUST-1165,INV-106514,2026-02-15,6983.83,ACH,Completed
PAY-2737,CUST-1193,INV-104923,2026-01-09,8993.12,Wire,Partial
PAY-2738,CUST-1181,INV-102297,2026-02-14,47652.9,Check,Partial
PAY-2739,CUST-1020,INV-104219,2026-02-05,6425.33,Check,Partial
PAY-2740,CUST-1158,INV-102013,2026-01-09,14629.7,ACH,Completed
PAY-2741,CUST-1063,INV-102352,2026-02-02,19985.33,Wire,Partial
PAY-2742,CUST-1179,INV-104886,2026-02-09,38023.05,Wire,Partial
PAY-2743,CUST-1162,INV-101859,2026-02-03,10529.53,Check,Completed
PAY-2744,CUST-1143,INV-104493,2026-01-24,69612.88,Wire,Completed
PAY-2745,CUST-1167,INV-107325,2026-02-22,58204.36,Wire,Partial
PAY-2746,CUST-1089,INV-102050,2026-02-14,99026.91,Check,Partial
PAY-2747,CUST-1037,INV-102043,2026-02-14,1432.98,Check,Completed
PAY-2748,CUST-1184,INV-106474,2026-02-02,42681.36,Wire,Completed
PAY-2749,CUST-1002,INV-104674,2026-02-02,57146.41,Check,Partial
PAY-2750,CUST-1164,INV-102728,2026-01-29,16348.98,ACH,Completed
PAY-2751,CUST-1099,INV-108111,2026-02-07,23504.01,Check,Partial
PAY-2752,CUST-1001,INV-105681,2026-02-17,27874.31,Wire,Completed
PAY-2753,CUST-1002,INV-100441,2026-02-18,14980.59,Wire,Partial
PAY-2754,CUST-1103,INV-102062,2026-01-13,24262.01,Check,Completed
PAY-2755,CUST-1174,INV-105241,2026-01-18,29760.76,ACH,Partial
PAY-2756,CUST-1105,INV-109775,2026-02-28,139458.23,Check,Completed
PAY-2757,CUST-1110,INV-108817,2026-02-04,17389.09,ACH,Completed
PAY-2758,CUST-1089,INV-106976,2026-02-16,32961.56,ACH,Partial
PAY-2759,CUST-1026,INV-106113,2026-02-28,35424.17,ACH,Partial
PAY-2760,CUST-1190,INV-109150,2026-02-28,24407.56,ACH,Completed
PAY-2761,CUST-1037,INV-109230,2026-01-02,9076.35,ACH,Completed
PAY-2762,CUST-1171,INV-107555,2026-01-25,33901.26,ACH,Partial
PAY-2763,CUST-1007,INV-100090,2026-02-27,14148.13,Wire,Completed
PAY-2764,CUST-1022,INV-102764,2026-03-01,13473.49,ACH,Completed
PAY-2765,CUST-1133,INV-105878,2026-01-06,50202.83,ACH,Completed
PAY-2766,CUST-1152,INV-101517,2026-01-25,19962.54,Wire,Partial
PAY-2767,CUST-1058,INV-108039,2026-02-22,34356.75,ACH,Partial
PAY-2768,CUST-1184,INV-106047,2026-01-20,36396.21,Wire,Completed
PAY-2769,CUST-1057,INV-106664,2026-03-01,59012.06,ACH,Completed
PAY-2770,CUST-1143,INV-103812,2026-01-14,9049.98,Wire,Completed
PAY-2771,CUST-1025,INV-109432,2026-02-19,43867.18,Check,Partial
PAY-2772,CUST-1078,INV-108376,2026-01-04,48575.57,Wire,Partial
PAY-2773,CUST-1174,INV-108386,2026-01-08,17940.99,Check,Completed
PAY-2774,CUST-1095,INV-108207,2026-02-03,65217.08,Wire,Partial
PAY-2775,CUST-1167,INV-103152,2026-01-28,7253.32,Check,Completed
PAY-2776,CUST-1146,INV-103674,2026-02-25,40163.55,Check,Completed
PAY-2777,CUST-1116,INV-105769,2026-01-02,28107.31,Wire,Partial
PAY-2778,CUST-1171,INV-106836,2026-01-17,19618.06,ACH,Completed
PAY-2779,CUST-1098,INV-106208,2026-01-04,29111.67,Check,Partial
PAY-2780,CUST-1153,INV-104380,2026-02-24,6285.04,Wire,Completed
PAY-2781,CUST-1051,INV-108337,2026-02-17,14083.25,Check,Completed
PAY-2782,CUST-1164,INV-109631,2026-02-03,64975.63,Wire,Completed
PAY-2783,CUST-1076,INV-101898,2026-01-27,9015.31,Check,Completed
PAY-2784,CUST-1046,INV-103744,2026-01-19,22505.66,Wire,Partial
PAY-2785,CUST-1199,INV-109685,2026-01-28,9728.66,ACH,Partial
PAY-2786,CUST-1013,INV-101898,2026-02-07,15420.42,Check,Completed
PAY-2787,CUST-1153,INV-106410,2026-02-03,27422.46,ACH,Completed
PAY-2788,CUST-1046,INV-105831,2026-02-01,68873.79,Wire,Completed
PAY-2789,CUST-1093,INV-106434,2026-02-10,53510.47,ACH,Completed
PAY-2790,CUST-1105,INV-108271,2026-01-31,8670.84,ACH,Partial
PAY-2791,CUST-1140,INV-107787,2026-01-06,74185.18,Wire,Completed
PAY-2792,CUST-1138,INV-105596,2026-01-06,57998.34,Wire,Partial
PAY-2793,CUST-1001,INV-101185,2026-01-28,6051.17,ACH,Partial
PAY-2794,CUST-1157,INV-105624,2026-01-08,54232.84,Wire,Partial
PAY-2795,CUST-1114,INV-103059,2026-01-01,54585.18,Wire,Completed
PAY-2796,CUST-1023,INV-106967,2026-01-16,3714.04,Wire,Completed
PAY-2797,CUST-1081,INV-103934,2026-02-11,9646.76,ACH,Completed
PAY-2798,CUST-1022,INV-101437,2026-01-19,54905.95,Check,Completed
PAY-2799,CUST-1116,INV-105103,2026-01-18,8229.5,ACH,Partial
PAY-2800,CUST-1069,INV-108029,2026-01-30,47044.46,Check,Completed
PAY-2801,CUST-1109,INV-108649,2026-01-16,65864.33,Check,Completed
PAY-2802,CUST-1074,INV-102273,2026-02-02,18009.96,Check,Completed
PAY-2803,CUST-1134,INV-105694,2026-02-28,37316.25,Check,Partial
PAY-2804,CUST-1174,INV-102325,2026-01-28,29295.47,ACH,Partial
PAY-2805,CUST-1121,INV-107992,2026-02-16,63086.65,ACH,Completed
PAY-2806,CUST-1137,INV-105813,2026-01-16,28607.11,ACH,Completed
PAY-2807,CUST-1084,INV-102051,2026-01-11,32615.9,Check,Partial
PAY-2808,CUST-1118,INV-107360,2026-01-06,79336.49,ACH,Partial
PAY-2809,CUST-1157,INV-109982,2026-01-14,53151.88,ACH,Completed
PAY-2810,CUST-1175,INV-103375,2026-02-17,3223.63,Check,Completed
PAY-2811,CUST-1024,INV-100150,2026-02-05,34774.45,Check,Partial
PAY-2812,CUST-1112,INV-108050,2026-01-22,17970.95,Wire,Completed
PAY-2813,CUST-1023,INV-107382,2026-02-09,57888.22,Wire,Partial
PAY-2814,CUST-1011,INV-101765,2026-01-23,26030.36,ACH,Completed
PAY-2815,CUST-1198,INV-107494,2026-01-31,24133.41,ACH,Completed
PAY-2816,CUST-1161,INV-104000,2026-01-28,16890.11,ACH,Completed
PAY-2817,CUST-1130,INV-109113,2026-01-19,18627.7,ACH,Completed
PAY-2818,CUST-1133,INV-100954,2026-02-20,30579.44,Check,Partial
PAY-2819,CUST-1058,INV-100084,2026-01-22,14833.14,Check,Partial
PAY-2820,CUST-1154,INV-108609,2026-01-01,16391.31,Wire,Partial
PAY-2821,CUST-1082,INV-108897,2026-01-03,4060.47,Check,Completed
PAY-2822,CUST-1071,INV-105365,2026-01-08,10108.42,Check,Completed
PAY-2823,CUST-1035,INV-108564,2026-01-13,42364.6,ACH,Completed
PAY-2824,CUST-1060,INV-101094,2026-02-20,43652.79,Wire,Completed
PAY-2825,CUST-1099,INV-103273,2026-01-01,1904.25,Check,Completed
PAY-2826,CUST-1198,INV-107518,2026-01-29,12007.1,Check,Partial
PAY-2827,CUST-1192,INV-109095,2026-01-13,39797.89,Wire,Completed
PAY-2828,CUST-1132,INV-104864,2026-02-11,4616.78,ACH,Completed
PAY-2829,CUST-1169,INV-104316,2026-01-29,14129.27,ACH,Completed
PAY-2830,CUST-1141,INV-101182,2026-01-30,45818.65,ACH,Completed
PAY-2831,CUST-1064,INV-105327,2026-01-16,5380.06,Check,Completed
PAY-2832,CUST-1011,INV-102898,2026-03-01,32922.27,Check,Partial
PAY-2833,CUST-1129,INV-109945,2026-02-10,9905.95,Wire,Partial
PAY-2834,CUST-1013,INV-104489,2026-02-03,30259.39,Check,Partial
PAY-2835,CUST-1066,INV-105092,2026-02-24,33262.69,ACH,Completed
PAY-2836,CUST-1114,INV-108513,2026-02-09,41268.98,ACH,Partial
PAY-2837,CUST-1098,INV-101203,2026-01-03,5529.55,Check,Completed
PAY-2838,CUST-1066,INV-103671,2026-01-29,25830.2,Check,Completed
PAY-2839,CUST-1013,INV-107549,2026-01-30,41739.58,ACH,Partial
PAY-2840,CUST-1161,INV-106971,2026-02-24,48454.54,Check,Completed
PAY-2841,CUST-1044,INV-108013,2026-02-27,6687.81,Check,Partial
PAY-2842,CUST-1136,INV-100125,2026-02-21,16543.03,Wire,Partial
PAY-2843,CUST-1137,INV-105101,2026-02-03,35537.24,Wire,Completed
PAY-2844,CUST-1135,INV-106961,2026-01-04,69548.2,Check,Completed
PAY-2845,CUST-1156,INV-103690,2026-02-17,27161.8,ACH,Partial
PAY-2846,CUST-1060,INV-103159,2026-01-08,10289.48,ACH,Partial
PAY-2847,CUST-1181,INV-106142,2026-02-16,10221.67,Check,Partial
PAY-2848,CUST-1166,INV-103597,2026-02-17,10727.15,Check,Completed
PAY-2849,CUST-1032,INV-103314,2026-01-18,15327.09,Wire,Partial
PAY-2850,CUST-1150,INV-102577,2026-01-22,25761.75,ACH,Partial
PAY-2851,CUST-1071,INV-104385,2026-01-10,48200.42,ACH,Completed
PAY-2852,CUST-1126,INV-103624,2026-02-20,90316.07,Wire,Completed
PAY-2853,CUST-1167,INV-101610,2026-01-14,30052.47,ACH,Partial
PAY-2854,CUST-1101,INV-105296,2026-02-20,52617.7,Wire,Partial
PAY-2855,CUST-1022,INV-108409,2026-02-23,16919.97,ACH,Partial
PAY-2856,CUST-1058,INV-104820,2026-02-15,38554.19,Check,Partial
PAY-2857,CUST-1177,INV-102863,2026-01-31,52199.77,Wire,Partial
PAY-2858,CUST-1099,INV-104032,2026-02-04,20127.99,Wire,Completed
PAY-2859,CUST-1191,INV-103853,2026-02-15,6644.49,ACH,Completed
PAY-2860,CUST-1055,INV-100390,2026-01-02,41099.58,Wire,Completed
PAY-2861,CUST-1170,INV-103997,2026-01-02,24624.74,Wire,Completed
